codice_isolato,data,popolazione,codice_gruppo,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
270422406,2018-11-27,54,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422404,2018-11-27,33,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270421662,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270422902,2018-11-27,3,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422885,2018-11-27,57,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422317,2018-11-27,44,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270421894,2018-11-27,19,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421682,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270421948,2018-11-27,21,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422986,2018-11-27,11,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421939,2018-11-27,18,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270423003,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422008,2018-11-27,1,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422930,2018-11-27,192,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422342,2018-11-27,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422007,2018-11-27,1,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421932,2018-11-27,8,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422426,2018-11-27,34,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270421887,2018-11-27,53,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422355,2018-11-27,52,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422350,2018-11-27,73,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270423035,2018-11-27,33,3,270425102,5,11,Terraferma,Trivignano,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423017,2018-11-27,15,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422884,2018-11-27,24,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422398,2018-11-27,18,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422863,2018-11-27,34,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422015,2018-11-27,2,3,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
270421973,2018-11-27,11,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422324,2018-11-27,130,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270421692,2018-11-27,0,1,270425042,1,6,Città d'acqua,Isola Cason Grassabo',Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270422860,2018-11-27,15,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422987,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421945,2018-11-27,59,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422022,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422960,2018-11-27,51,3,270425105,5,11,Terraferma,Taru',Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422932,2018-11-27,75,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422925,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422328,2018-11-27,4,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270421923,2018-11-27,131,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270421926,2018-11-27,46,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270422373,2018-11-27,8,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422346,2018-11-27,15,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422369,2018-11-27,165,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422345,2018-11-27,11,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422921,2018-11-27,23,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423021,2018-11-27,13,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421912,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422354,2018-11-27,44,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270421957,2018-11-27,71,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421892,2018-11-27,4,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422422,2018-11-27,11,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422901,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421875,2018-11-27,12,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422869,2018-11-27,145,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422883,2018-11-27,8,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422271,2018-11-27,21,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422394,2018-11-27,76,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422993,2018-11-27,12,3,270425107,5,11,Terraferma,Maguolo,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423001,2018-11-27,16,3,270425107,5,11,Terraferma,Maguolo,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421907,2018-11-27,50,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421952,2018-11-27,2,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422006,2018-11-27,2,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421927,2018-11-27,103,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270422368,2018-11-27,20,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422362,2018-11-27,32,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422931,2018-11-27,9,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423030,2018-11-27,32,3,270425102,5,11,Terraferma,Trivignano,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422922,2018-11-27,3,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422363,2018-11-27,10,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422344,2018-11-27,29,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270421906,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422012,2018-11-27,13,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422414,2018-11-27,16,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422920,2018-11-27,16,3,270425101,5,11,Terraferma,Scaramuzza,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422001,2018-11-27,19,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421896,2018-11-27,24,3,270425074,3,8,Terraferma,Favaro Cimitero,Favaro Veneto,Favaro Veneto
270422821,2018-11-27,248,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422880,2018-11-27,9,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422867,2018-11-27,80,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423047,2018-11-27,0,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422276,2018-11-27,16,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422277,2018-11-27,0,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422879,2018-11-27,22,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422017,2018-11-27,1,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422333,2018-11-27,95,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422343,2018-11-27,207,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422959,2018-11-27,35,3,270425105,5,11,Terraferma,Taru',Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421940,2018-11-27,40,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422989,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423000,2018-11-27,48,3,270425102,5,11,Terraferma,Trivignano,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422372,2018-11-27,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422361,2018-11-27,11,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270421922,2018-11-27,11,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270421942,2018-11-27,11,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422924,2018-11-27,10,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422858,2018-11-27,11,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422908,2018-11-27,53,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421882,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422281,2018-11-27,5,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422272,2018-11-27,12,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422818,2018-11-27,133,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421872,2018-11-27,21,3,270425067,3,8,Terraferma,Favaro,Favaro Veneto,Favaro Veneto
270422873,2018-11-27,60,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422814,2018-11-27,207,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422335,2018-11-27,23,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270421902,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422331,2018-11-27,10,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270421953,2018-11-27,36,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421883,2018-11-27,44,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270423025,2018-11-27,41,3,270425102,5,11,Terraferma,Trivignano,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422923,2018-11-27,10,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421919,2018-11-27,133,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270421885,2018-11-27,4,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421959,2018-11-27,18,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421889,2018-11-27,12,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422904,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423015,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270423018,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421688,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270421667,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270421672,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270422975,2018-11-27,21,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422934,2018-11-27,113,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422332,2018-11-27,0,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422954,2018-11-27,60,3,270425105,5,11,Terraferma,Taru',Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422950,2018-11-27,12,3,270425104,5,11,Terraferma,Gatta - Bonduà,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422945,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422956,2018-11-27,11,3,270425104,5,11,Terraferma,Gatta - Bonduà,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422951,2018-11-27,33,3,270425104,5,11,Terraferma,Gatta - Bonduà,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422953,2018-11-27,21,3,270425105,5,11,Terraferma,Taru',Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422334,2018-11-27,31,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270421931,2018-11-27,38,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422919,2018-11-27,39,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422010,2018-11-27,11,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422937,2018-11-27,4,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422009,2018-11-27,14,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421924,2018-11-27,17,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270423022,2018-11-27,12,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422905,2018-11-27,57,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422287,2018-11-27,109,3,270425084,4,9,Terraferma,Borgoforte,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422859,2018-11-27,107,3,270425099,5,11,Terraferma,Zelarino,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422423,2018-11-27,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422288,2018-11-27,9,3,270425084,4,9,Terraferma,Borgoforte,Mestre - Carpenedo,"Carpenedo, Bissuola"
270423016,2018-11-27,8,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422974,2018-11-27,17,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422985,2018-11-27,16,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421687,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270421901,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421951,2018-11-27,4,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422943,2018-11-27,12,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421950,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422425,2018-11-27,28,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270421898,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421968,2018-11-27,9,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422367,2018-11-27,12,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422364,2018-11-27,59,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270423023,2018-11-27,77,3,270425102,5,11,Terraferma,Trivignano,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421905,2018-11-27,6,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422911,2018-11-27,3,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422917,2018-11-27,115,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422415,2018-11-27,153,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270421878,2018-11-27,117,3,270425075,3,8,Terraferma,Ca' Solaro,Favaro Veneto,Favaro Veneto
270422351,2018-11-27,8,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422977,2018-11-27,21,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421681,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270422973,2018-11-27,41,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422978,2018-11-27,12,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422967,2018-11-27,0,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422981,2018-11-27,8,3,270425106,5,11,Terraferma,Capitello,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421944,2018-11-27,51,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422994,2018-11-27,32,3,270425102,5,11,Terraferma,Trivignano,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422336,2018-11-27,68,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422337,2018-11-27,77,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422955,2018-11-27,59,3,270425105,5,11,Terraferma,Taru',Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421954,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422944,2018-11-27,5,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422958,2018-11-27,6,3,270425104,5,11,Terraferma,Gatta - Bonduà,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422340,2018-11-27,6,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422018,2018-11-27,1,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421921,2018-11-27,4,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270421937,2018-11-27,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421929,2018-11-27,250,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270422327,2018-11-27,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422366,2018-11-27,42,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270421886,2018-11-27,36,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421928,2018-11-27,11,3,270425076,3,8,Terraferma,Dese,Favaro Veneto,Favaro Veneto
270421935,2018-11-27,2,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421888,2018-11-27,37,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422889,2018-11-27,57,3,270425101,5,11,Terraferma,Scaramuzza,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422424,2018-11-27,23,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422011,2018-11-27,14,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422979,2018-11-27,12,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270422976,2018-11-27,7,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
270421655,2018-11-27,0,1,270425036,1,6,Città d'acqua,Isola Peschieretta Della Granzona,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270421652,2018-11-27,0,1,270425047,1,6,Città d'acqua,Laguna Veneta (M.1 - Q.6),Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270422941,2018-11-27,59,3,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
